Date,000001.SS SSE Composite Index (China),000300.SS CSI 300 (China),^HSI Hang Seng Index (Hong Kong),^BSESN BSE Sensex (India),^NSEI Nifty 50 (India),^NSEBANK NSE Bank Index (India),KSE Karachi 100 (Pakistan),^JKSE Jakarta Composite Index (Indonesia),VNI VN Index (Vietnam),^KS11 KOSPI (South Korea),^N225 Nikkei 225 (Japan),^SET.BK SET Index (Thailand),^TA125.TA TA-125 (Israel),ADX Abu Dhabi Securities Exchange (Abu Dhabi),^FTSE FTSE 100 (United Kingdom),^FTMC FTSE 250 (United Kingdom),^AEX AEX (Netherlands),^ATX ATX (Austria),^BFX BEL 20 (Belgium),^FCHI CAC 40 (France),^GDAXI DAX (Germany),^ISEQ ISEQ 20 (Ireland),^IBEX IBEX 35 (Spain),^OMX OMX Stockholm 30 (Sweden),^OMXC20 OMX Copenhagen 20 (Denmark),^OMXH25 OMX Helsinki 25 (Finland),^SSMI SMI (Switzerland),^NYA NYSE Composite (United States),^IXIC NASDAQ Composite (United States),^GSPC S&P 500 (United States),^RUT Russell 2000 (United States),^GSPTSE S&P/TSX Composite Index (Canada),^TSX60 S&P/TSX 60 Index (Canada),^MXX S&P/BMV IPC (Mexico),^BVSP Bovespa Index (Brazil),^MERV MERVAL (Argentina),FTWICOLL FTSE Colombia (Colombia),^IPSA IPSA (Chile),IBX50 Bovespa Brazil 50 (Brazil),^EGX30 EGX 30 (Egypt),JALSH FTSE/JSE All Share (South Africa),JTOPI South Africa Top 40 (South Africa),MASI MASI (Morocco),^AXJO S&P/ASX 200 (Australia),CBA.AX Commonwealth Bank of Australia (Australia),BHP.AX BHP Group (Australia),CSL.AX CSL Limited (Australia),WBC.AX Westpac Banking Corporation (Australia),NZ50 NZX 50 (New Zealand),NZCI NZX All (New Zealand)
06/10/05,1108.29,894.56,13934.76,6781.99,2090.6,3593.55,7345.29,1096.93,246.59,990.79,11304.23,679.98,652.46,5172.35,5030.4,7264.2,376.09,2910.96,3100.4,4184.1,4586.1,6334.57,9561.5,799.59,334.5,2021.05,6239.38,7200.1,2063,1198.1,626.33,9790.09,548.51,13214.6,24951,1435.3,1482.28,2017.49,3454.58,4896.65,14029.1,12734.2,4645.61,4221.7,38.08,13.27,10.61,19.27,3079.22,971.83
13/06/05,1106.29,892.96,13952.02,6832.68,2102.75,3642.9,7441.77,1100.88,245.83,990.49,11311.51,675.09,,5751.69,5050.4,7307.7,377.45,2914.72,3101.08,4203.49,4599.21,6373.78,9579.2,801.17,337.75,2029.74,6266.16,7213,2068.96,1200.8,629.02,9839.94,551.35,13299.59,24902,1421.25,1487.22,2014.12,3450.22,4401.18,14223.3,12931.5,4629.51,,,,,,3089.23,972.61
14/06/05,1093.46,883.54,13904.81,6860.18,2112.35,3689.8,7368.95,1105.89,245.73,983.75,11335.92,683.68,696.02,5745.28,5046.8,7289.8,377.69,2930.77,3109.36,4197.74,4591.69,6388.23,9614.4,807.62,337.34,2045.77,6268.42,7235.1,2069.04,1203.9,634.39,9822.85,550.04,13343.1,25744,1435.28,1495,2024.98,3528.12,4461.32,14224.28,12932.2,4669.43,4228.8,38.09,13.41,10.73,19.2,3116.23,981.57
15/06/05,1072.84,866.83,13914.3,6906.98,2128.65,3683.85,7488.73,1119.58,246.07,1001.94,11415.88,687.47,686.37,5756.48,5019.5,7258.7,375.82,2947.98,3109.4,4184.36,4548.42,6377.37,9563.6,804.45,336.96,2032.6,6257.14,7256.4,2074.92,1206.6,637.19,9866.57,552.65,13501.51,25481,1453.66,1520.86,2041,3514.98,4513.73,14210.7,12922.2,4654.34,4246.5,37.75,13.51,10.82,19.48,3139.2,988.82
16/06/05,1086.01,879.24,13833.53,6900.41,2123.7,3618.8,7330.91,1125.76,246.29,1003.14,11416.38,687.16,683.07,5904.27,5045,7317.9,378.95,2985.85,3128.58,4185.15,4579.87,6383.93,9624.7,809.8,339.43,2050.49,6257.77,7289.8,2089.15,1211,644.03,9968.71,558.77,13537.28,25751,1458.7,1527.5,2058.48,3552.76,4617.95,,,4677.73,4262.8,37.48,13.7,10.61,19.45,3163.25,995.93
17/06/05,1085.61,880.35,13912.03,6906.52,2123.4,3595.8,7398.73,1141.82,246.56,1003.68,11514.03,686.52,,,5077.6,7354.9,380.27,3020.66,3109.89,4220.91,4604.57,6437.27,9682.3,808.62,344.01,2058.38,6263.47,7346.3,2090.11,1217,644.19,9947.57,557.76,13645.96,26093,1443.99,1541.4,2065.54,3597.48,,14326.6,13028.4,4672.9,4312.2,37.63,14.12,10.73,19.74,3181.01,1000.85
20/06/05,1115.62,906.25,13945.77,6984.55,2144.35,3531.75,7663.04,1147.71,246.42,994.65,11483.35,679.68,662.04,6021.34,5072,7335.7,379.05,3030.23,3092.62,4193.4,4586.86,6402.83,9659.5,811.85,345.06,2056.29,6236.79,7325.7,2088.13,1216.1,641.84,9998.11,561.31,13709.36,26046,,1551.97,2053.94,3594.43,4927.59,14345.6,13055.3,4661.25,4305.6,37.41,14.1,10.91,19.54,3168.06,996.4
21/06/05,1101.49,896.17,13979.35,7076.52,2170,3577.5,7489.71,1133.33,246.56,989.99,11488.74,689.64,672.51,5957.28,5082.1,7303.4,381.39,3029.89,3116.31,4222.02,4608.11,6415.99,9712.5,818.37,345.93,2051.91,6294.15,7314.2,2091.07,1213.6,641.04,9939.2,557.4,13547.99,25722,1462.09,1560.77,2075.26,3546.98,4921.5,14311.9,13022.9,4657.9,4300.1,37.53,14.12,11.06,19.42,3179.19,999.38
22/06/05,1102.03,900.65,14161.02,7145.34,2187.35,3560.9,7409.07,1134.69,246.76,1002.15,11547.28,686.57,672.47,5985.5,5099.3,7343.7,382.36,3006.68,3137.83,4229.55,4619.6,6439.01,9726.2,818.92,348.12,2056.26,6286.9,7320.1,2092.03,1213.9,643.45,10051.49,565.15,13441.65,25678,1464.8,1571.35,2088.93,3550.72,4865.93,14313.5,13021.7,4654.03,4277.9,37.81,14.01,10.95,19.29,3177.68,998.98
23/06/05,1093.7,893.57,14190.44,7119.76,2183.85,3610.1,7417.7,1137.42,247,1010.8,11576.75,693.13,663.33,5924.27,5114.4,7381.7,383.2,2993.66,3132.58,4240.18,4627.48,6476.12,9769.6,828.23,348.13,2063.98,6273.69,7246.6,2070.66,1200.7,634.12,9998.38,561.3,13389.66,24816,1439.43,1595.76,2068.64,3467.04,4968.29,14278.4,12979.2,4637.82,4269.9,38.17,13.76,10.92,19.44,3173.03,997.89
24/06/05,1101.88,898.3,14230.29,7148.62,2194.35,3599.1,7350.46,1135.67,246.78,1002.43,11537.03,690.25,,,5079,7328.8,379.97,2965.48,3109.41,4199.87,4566.48,6481.72,9677.4,,345.53,,6223.19,7209.1,2053.27,1191.6,630.41,9996.17,561.67,13299.28,24917,1444.61,1586.17,2063.51,3447.64,,14103.9,12806,4650.72,4245.6,37.73,13.74,10.86,19.24,3137.67,987.51
27/06/05,1124.64,916.04,14176.04,7151.08,2199.8,3596.5,7255.44,1119.9,245.99,991.11,11414.28,684.18,650.47,5791.83,5043.5,7266.4,377.27,2972.84,3075.48,4157.68,4523.82,6461.63,9622.9,809.91,340.71,2025.42,6191.09,7210.3,2045.2,1190.7,628.31,9998.09,561.32,13454.73,25226,1421.25,1566.86,,3515.05,4943.03,14048,12758.4,4668.01,4231.2,37.48,13.64,10.88,19.13,3163.99,992.15
28/06/05,1108.59,903.72,14287.44,7049,2169.85,3557.8,7431.8,1127.82,245.02,994.74,11513.83,684.68,652.46,5761.63,5090.4,7310.4,381.84,3017.48,3084.48,4194.33,4557.46,6482.36,9682.5,814.28,341.3,2035.51,6208.56,7267.9,2069.89,1201.6,641.48,10041.03,564.66,13523.07,25261,1419.64,1583.65,2071.3,3529.99,4896.65,14065.8,12773.7,4669.97,4270.8,37.55,13.98,11.53,19.51,3191.19,999.83
29/06/05,1104.99,898.9,14277.28,7119.88,2191.65,3586.65,7500.12,1126.86,246.44,999.08,11577.44,685.56,659.59,5682.64,5109.1,7329.1,383.34,3028.04,3112.09,4231.88,4583.63,6506.54,9769.2,821.26,345.37,2053.82,6261.24,7262.3,2068.89,1199.8,642.76,10029.33,563.77,13550.14,25126,1374.55,1602.58,2055.91,3511.07,4834.25,14183.5,12888.9,4662.12,4263,37.35,14.02,11.29,19.48,3212.8,1008.12
30/06/05,1080.94,878.69,14201.06,7193.85,2220.6,3638.4,7450.12,1122.38,246.81,1008.16,11584.01,675.5,656.48,5706.62,5113.2,7368.7,383.83,3049.91,3112.83,4229.35,4586.28,6540.8,9783.2,822.49,343.97,2052.86,6253.08,7217.8,2056.96,1191.3,639.66,9902.77,555.06,13486.13,25051,1367.41,1616.83,2056.84,3493.27,4828.66,14154.7,12859.2,4669.7,4277.5,37.75,14.04,11.24,19.72,3246.49,1019.08
07/01/05,1055.59,859.49,,7210.77,2211.9,3678.9,7464.6,1138.99,246.51,1018.02,11630.13,,,,5161,7446.2,388.26,3089.39,3125.38,4269.62,4617.07,6556.76,9829.1,830.15,344.82,2062.71,6279.78,7245.6,2057.37,1194.4,643.04,,,13509.13,25311,1361.32,1631.63,2062.9,3541.16,,14244.1,12946.6,4643.86,4272.6,37.6,13.99,11.25,19.74,3235.35,1016.18
07/04/05,1047.28,855.93,14177.87,7277.31,2230.65,3721.5,7409.6,1138.88,247.77,1021.71,11651.55,669.78,662.36,5790.44,5184.3,7434.5,389.84,3071.59,3126.65,4264.6,4623.41,6555.06,9815,832.34,344.67,2067.24,6283.57,,,,,9941.79,556.63,13500.83,25045,1366.92,1631.63,2061.2,3515.84,4897.29,14309.8,13019.7,4631.04,4281.9,37.73,14.08,11.39,19.58,3249.33,1020.48
07/05/05,1039.04,849.68,14124.8,7220.25,2210.75,3702.05,7517.52,1131.17,247.89,1018.81,11616.7,663.52,652.78,5580.81,5190.1,7407.4,389.11,3099.53,3113.26,4252.75,4603.65,6523.97,9807.4,830.03,347.71,2058.45,6282.78,7289.7,2078.75,1205,653.23,10075.13,565.09,13648.47,24675,1382.08,1607.51,2062.89,3502.74,5005.57,14362.4,13072.4,4626.1,4301.8,37.77,14.27,11.38,19.48,3267.32,1028.45
07/06/05,1033.55,842.56,14149.93,7287.6,2228.2,3759.3,7530.34,1117.81,247.1,1019.01,11603.53,659.91,656.87,5453.6,5229.6,7496.9,390.33,3084.21,3121.92,4279.95,4615.49,6544.7,9832.5,831.59,348.16,2066.02,6308.99,7251.9,2068.65,1194.9,648.27,10111.89,567.66,13790.15,24517,1356.22,1613.16,2063.61,3491.96,5003.36,14394.6,13093.6,4622.64,4275.1,37.63,14.23,11.32,19.36,3276.75,1031.62
07/07/05,1038.6,844.73,14030.81,7145.13,2179.4,3721.15,7589.07,1108.4,246.78,1026.82,11590.14,638.31,651.28,5451.05,5158.3,7387.9,383.8,3065.25,3089.94,4220.62,4530.18,6480.12,9644.4,818.54,344.61,2043.67,6250.57,7254.6,2075.66,1197.9,649.3,10121,568.3,13850.36,24450,1391.1,1620.54,2058.34,3477.59,4894.71,14302.1,13001.5,4620.66,4234,37.43,14.39,11.25,19.09,3262.28,1026.75
07/08/05,1017.98,829.49,13964.47,7212.08,2196.2,3772.2,7588.94,1110.56,248.32,1021.95,11565.99,643.31,,,5232.2,7518.7,388.6,3095.55,3107.01,4300.31,4597.97,6524.9,9793.2,832.23,349.41,2073.24,6312.16,7330.6,2112.88,1211.9,662.14,10177.86,572.26,13871.26,24423,1386.77,1633.95,2061.33,3503.27,,14457.8,13152.7,4636,4229.2,37.43,14.22,11.33,19.02,3257.52,1024.91
07/11/05,1011.5,824.1,14157.24,7306.74,2218.85,3844.95,7554.28,1123.46,249.53,1040.43,11674.79,640.82,669.94,5044.51,5242.4,7567.4,390.93,3071.65,3135.18,4321.56,4663.38,6578.54,9876.3,845.63,350.37,2089.66,6357.21,7382.5,2135.43,1219.4,671.74,10217.72,574.09,13807.3,25016,1410.36,1677.07,2062.51,3540.89,4932.15,14515.6,13192.4,4639.46,4264.1,37.78,14.54,11.47,19.02,3292.05,1034.14
07/12/05,1046.16,851.82,14146.95,7303.95,2220.8,3892.25,7511.94,1129.12,249.49,1043.88,11692.14,648.98,671.58,5172.35,5217.2,7537.2,389.35,3055.41,3121.61,4313.78,4653.03,6572.43,9873.4,843.81,348.5,2086.62,6328.69,7411.9,2143.15,1222.2,670.79,10207.92,573.67,13971.67,25536,1422.31,1664.35,2067.38,3589.88,4930.9,14511.1,13171.3,4645.22,4262.1,37.8,14.39,11.65,19.07,3307.67,1038.78
13/07/05,1037.39,846.23,14307.3,7247.91,2204.05,3897.55,7481.17,1132.79,249.81,1050.16,11659.84,658.37,673.55,5274.71,5245.9,7541.7,391.91,3069.8,3137.56,4343.62,4679.89,6585.1,9937.8,850.15,349.81,2085.89,6393.84,7400.8,2144.11,1223.3,667.65,10203.58,572.99,14005.23,25856,1423.36,1664.98,2084.07,3622.01,4930.6,14671.9,13325.7,4653.93,4280.3,38.13,14.49,11.72,19.15,3323.68,1043.93
14/07/05,1040.42,849.59,14491.54,7187.7,2185.1,3841.9,7471.64,1136.57,248.67,1061.93,11764.26,661.45,680.35,5302.43,5259.7,7508.7,393.72,3092.43,3170.01,4370.88,4699.27,6597.33,9965.2,849.89,348.93,2077.51,6449.18,7403.4,2152.82,1226.5,663.02,10124.89,568.01,14085.06,25920,1466.57,1660.41,2095.39,3610.72,4935.8,14780,13416.7,4682.29,4295.1,38.51,14.46,11.58,19.26,3321.23,1042.84
15/07/05,1026.12,841,14504.29,7271.54,2212.55,3834.85,7535.81,1131.46,248.94,1059.6,11758.68,655.46,,,5230.8,7470.8,393.68,3068.14,3164.31,4373.77,4712.9,6598.04,9943.8,848.46,348.69,2085.87,6459.91,7403.6,2156.78,1227.9,663.74,10148.95,569.74,13952.6,25222,1462.94,1668.62,2091.43,3531.72,,14720.9,13353.2,4689.68,4292.4,38.59,14.44,11.63,19.21,3325.27,1043.2
18/07/05,1012.1,833,14567,7347.1,2234,3849.5,7437.55,1128.44,248.79,1062.43,,652.67,671.68,5004.22,5214.2,7435,392.88,3073.76,3156.43,4363.47,4719.57,6633.28,9961,849.75,348.52,2083.82,6464.53,7372.4,2144.87,1221.1,658.56,10163.03,570.05,13972.61,25321,1473.03,1713.13,2103.02,3540.46,4898.34,14766.5,13399.9,4720.64,4298.4,38.4,14.34,11.77,19.13,3334.1,1044.72
19/07/05,1014.36,835.61,14567.74,7346.63,2237.3,3877.75,7319.77,1132.02,248.32,1075.48,11764.84,648.67,678.59,5117.1,5201.5,7415.1,396.96,3089.91,3188.57,4424.25,4770.54,6729.26,10045,852.5,349.5,2112.89,6482.14,7414.6,2173.18,1229.3,668.86,10263.24,576.49,14167.51,25271,1492.18,1743.12,2132.74,3549.64,4958.1,14868,13498.4,4759.1,4276.3,38.36,14.08,11.75,19.13,3307.84,1037.08
20/07/05,1021.05,842.64,14602.7,7342.89,2241.9,3891.15,7410.98,1140.66,248,1074.4,11789.35,650.04,688.08,5071.61,5215.2,7434.6,395.58,3071.84,3185.37,4418.39,4784.5,6707.96,10007,846.8,345.59,2108.54,6510.67,7453.4,2188.57,1235.2,677.56,10329.64,580.28,14306.06,25705,1487.81,1743.12,2127.26,3597.64,4986.31,14878.2,13507.4,4801.07,4301.2,38.24,14.43,11.74,19.33,3319.74,1039.01
21/07/05,1020.63,843.99,14620.14,7304.32,2230.5,3847.85,7410.91,1157.51,246.54,1074.65,11786.73,648.92,692.3,5041.56,5221.6,7467.4,395.93,3056.37,3202.15,4425.66,4829.87,6764.14,10021.5,852.79,344.82,2083.52,6492,7412.4,2178.6,1227,667.1,10317.68,579.27,14271.89,25842,1478.99,1772.83,2136.36,3635.24,4966.65,14921.5,13543.6,4884.55,4343.2,38.49,14.7,11.77,19.27,3310.38,1035.72
22/07/05,1046.32,859.69,14786.46,7423.25,2265.6,3949.45,7353.85,1172.24,245.77,1074.22,11695.05,,,,5241.8,7495.8,394.3,3048.5,3186,4415.52,4836.9,6797.94,10018.8,852.52,347.03,2086.97,6492.52,7447.2,2179.74,1233.7,677.78,10374.79,582.41,14318.47,25391,1481.79,1833.57,2151.86,3612.67,,15023.6,13640.9,4905.24,4371.1,38.62,14.77,11.87,19.58,3316.23,1039.22
25/07/05,1045.4,856.86,14794.03,7505.6,2291.75,4105.25,7305.3,1169.75,246.31,1089.7,11762.65,659.64,695.28,4629.44,5270.7,7498.9,394.54,3071.63,3186.98,4422.12,4842.7,6766.38,10017.1,852.41,348.32,2087.14,6503.94,7423.2,2166.74,1229,670.99,10362.55,582.16,14135.24,24531,1453.93,1873.22,2158.77,3527.75,4829.81,15137.7,13746.7,4878.16,4378.8,38.72,14.87,11.86,19.46,3329.07,1043.48
26/07/05,1072.81,876.48,14769.93,7552.77,2303.15,4189.5,7301.57,1178,245.95,1090.6,11737.96,656.91,694.76,4882.91,5256.2,7493.3,395.55,3062.89,3198.57,4420.78,4843.49,6777.56,10043.3,854.52,348.1,2089.54,6521.02,7428.1,2175.99,1231.2,674.58,10367.89,583.19,14067.73,24868,1479.65,1845.65,2152.79,3559.76,4775.52,15058.3,13664.6,4887.54,4380.5,38.8,14.84,11.9,19.44,3348.23,1050.93
27/07/05,1089.91,894.01,14801.86,7605.03,2319.1,4298,7217.6,1178.11,244.24,1093.03,11835.08,665.72,700.04,4961.78,5263.6,7554.3,395.1,3080.37,3217.81,4433.13,4855.35,6781.6,10088.7,861.49,350.64,2118.23,6560.12,7465.4,2186.22,1236.8,674.88,10500.67,591.23,14173.38,25338,1502.93,1810.3,2155.76,3625.23,4811.72,15120.5,13718.4,4884.73,4386.8,38.97,14.83,11.85,19.51,3357.97,1053.98
28/07/05,1086.55,890.88,14813.32,,,,7215.44,1186.61,243.67,1104.72,11858.31,670.09,696.16,4972.52,5270.3,7577.1,394.97,3106.15,3232.77,4462.26,4892.5,6769.39,10128.8,863.8,352,2132.17,6612.37,7516.8,2198.44,1243.7,683.04,10516.23,591.58,14256.84,26068,1511.16,1840.57,2177.52,3695.52,4865.11,15219.6,13806.6,4914.28,4367.8,38.8,14.81,11.8,19.56,3356.92,1053.9
29/07/05,1083.03,888.16,14880.98,7635.42,2312.3,4361.15,7178.93,1182.3,245.53,1111.29,11899.6,675.67,,,5282.3,7605.1,395.77,3126.21,3228.01,4451.74,4886.5,6770.12,10115.6,863.84,352.31,2121.45,6600.88,7476.7,2184.83,1234.2,679.75,10422.93,585.02,14409.66,26042,1507.59,1861.83,2175.06,3668.69,,15143.6,13725.8,4902.46,4388.8,38.85,14.98,11.63,19.53,3359.28,1055.54
08/01/05,1088.95,891.61,14978.88,7669.45,2318.05,4336,7195.32,1178.22,245.48,1115.98,11946.92,674.99,691.47,4653.04,5290.8,7617.8,396.96,3166.2,3234.05,4456.87,4890.85,6810.94,10068.9,862.97,353.48,2126.04,6609.44,7502.1,2195.38,1235.3,682.8,,,14582.5,26298,1522.71,1868.67,2194.05,3716.53,4868.43,15202.8,13768.3,4893.95,4378,38.71,15.01,11.54,19.42,3372.88,1057.7
08/02/05,1104.04,903.6,15137.08,7756.04,2353.65,4320,7324.8,1189.33,246.53,1118.83,11940.2,683.16,710.77,4672.51,5327.5,7636.6,397.98,3166.87,3251.65,4503.33,4932.87,6810.64,10113.9,870.87,354.91,2134.71,6672.16,7556.6,2218.15,1244.1,688.51,10621.22,597,14677.66,26789,1535.51,1891.49,2214.07,3794.38,4885.61,15326.4,13884.8,4894.14,4385.4,38.61,14.93,11.51,19.39,3358.66,1053.15
08/03/05,1107.7,909.57,15118.5,7756.47,2357,4316,7442.04,1192.2,247.96,1117.11,11981.8,687.94,711.89,4743.71,5332.3,7675.4,396.92,3204.16,3269.74,4495.48,4923.12,6781.48,10149.7,869.22,358.16,2132.06,6658.12,7566.5,2216.81,1245,683.38,10598.79,594.29,14615.96,26714,1508.23,1901.87,2198.18,3780.22,4833.54,15430.8,13991.2,4910.44,4369.1,38.44,15.1,11.54,19.32,3349.06,1051.49
08/04/05,1102.59,904.15,15111.54,7797.08,2367.8,4297.35,7404.95,1185.33,253.51,1111.39,11883.31,684.57,710.87,4863.4,5315.5,7685.6,394.68,3203.68,3256.46,4458.97,4874.06,6711.92,10074.3,863.52,358.56,2121.61,6617.25,7515.2,2191.32,1235.9,671.84,10626.71,595.9,14612.22,26470,1526.85,1924.6,2187.72,3740.81,4761.03,15470.3,14026.3,4937.7,4374.8,38.44,15.32,11.6,19.23,3354.05,1053.2
08/05/05,1128.74,923.8,15051.32,7754,2361.2,4277.15,7418.61,1174.09,250.93,1089.36,11766.48,686.01,,,5314.7,7680.5,391.31,3183.76,3249.45,4421.7,4827.18,6736.22,10045.4,860.88,362.17,2112.97,6607.69,7453.3,2177.91,1226.4,662.79,10550.51,591.19,14463.14,26518,1517.9,1977.24,2152.19,3743.49,,15464.4,14017.7,4946.25,4377.3,38.49,15.16,11.51,19.31,3348.67,1050.47
08/08/05,1138.88,927.47,15108.94,7606.17,2324.4,4117.25,7315.47,1158.59,248.87,1086.64,11778.98,686.32,695.46,4851.43,5344.3,7673.9,391.43,3185.94,3253.56,4441.01,4837.86,6740.83,10115.5,861,366.37,2123.72,6634.34,7452.7,2164.39,1223.1,659.6,10614.35,596.48,14596.77,26711,1494,2004.83,2164.55,3796.27,4817.64,15604.5,14151.5,4954.77,4407.9,39.17,15.41,11.5,19.42,3343.4,1044.71
08/09/05,1152.53,933.09,15047.84,7595.57,2318.7,4110.85,7184.48,1162.8,249.31,1099.77,11900.32,681.54,693.59,4839.6,5363.7,7702.4,395.88,3220.28,3300.63,4491.69,4909.48,6755.76,10145.6,863.67,373.34,2131.96,6638.85,7505.6,2174.19,1231.4,660.48,10585.93,594.92,14673.34,27291,1504.04,2043.14,2166.06,3874.05,4822.18,15604.5,14272.3,4966.29,4417.8,39.27,15.73,11.5,19.38,3339.7,1043.65
08/10/05,1165.03,940.37,15346.41,7729.82,2360.15,4213.1,7064.29,1176.84,249.04,1104.86,12098.08,684.59,699.99,4836.38,5377.5,7734.6,401.57,3260.66,3314.81,4527.11,4990.57,6784.93,10229.2,874.86,370.67,2151.81,6689.16,7528.4,2157.81,1229.1,660.16,10671.44,599.68,14702.58,27117,1509.23,2101.36,2141.43,3889.95,4780.78,15736.9,14272.3,4985.5,4425.6,38.44,15.82,11.56,19.37,3324.3,1038.54
08/11/05,1183.58,953.99,15445.2,7816.51,2380.9,4265.25,6970.59,1167.97,248.99,1123.77,12263.32,681.95,697.22,4899.22,5358.6,7695.3,400.15,3238.77,3302.51,4509.1,4953.93,6772.67,10222.1,870.16,367.47,2136.81,6680.54,7590.8,2174.55,1237.8,666.37,10699.89,601.27,14768.95,26633,1496.59,2113.14,2132.37,3863.64,4711.28,15709.8,14267.1,4974.52,4460.2,38.29,16.04,11.67,19.58,3330.42,1039.61
08/12/05,1167.91,938.32,15450.95,7767.49,2361.55,4263.25,7150.65,1153.97,249.23,1130.22,12261.68,,,,5345.8,7705.8,396.06,3235.23,3286.7,4476.48,4937.33,6739.24,10187.2,866.86,366.46,2140.26,6647.55,7558.3,2156.9,1230.4,660,10683.1,600.74,14673.22,26951,1479.33,2091.92,2107.27,3902.68,,15775.9,14336.3,5008.13,4469.2,38.07,16.28,11.7,19.62,3340,1042.88
15/08/05,1187.01,954.5,15466.06,,,,7122.98,1118.27,248.24,,12256.55,675.52,708.98,5144.35,5344.2,7706.6,395.66,,3280.53,4466.58,4922.34,6697.64,10184.9,867.3,367.33,2135.44,6636.38,7564.8,2167.04,1233.9,665.64,10650.68,598.82,14842.7,27375,,2091.92,,3951.73,4735.36,15854.5,14414.2,5050.72,4459.5,36.65,16.37,11.7,19.61,3338.05,1042.97
16/08/05,1177.28,945.06,15443.62,7768.24,2369.8,4213,7139.09,1113.83,247.53,1116.93,12315.67,667.18,708.91,5103.65,5322.3,7697,394.64,3227.15,3285.01,4444.57,4883.81,6717.5,10139.8,865.51,367.94,2120.22,6634.65,7480.2,2137.06,1219.3,654.61,10534.83,592.12,14559.19,27080,1470.98,2114.16,2106.33,3901.01,4767.52,15716.7,14276.4,5078.63,4481.2,37.21,16.17,11.84,19.74,3356.94,1048.23
17/08/05,1192.83,953.01,15449.58,7859.53,2403.15,4224.55,7099.22,,247.33,1113.25,12273.12,667.49,719.64,5118.19,5292.7,7654.5,393.53,3191.29,3279.3,4439.63,4871.46,6691.91,10094.1,861.34,373.11,2106.51,6631.35,7461.8,2145.15,1220.2,654.82,10500.72,589.91,14560.33,27416,1490.84,2114.45,2111.7,3909.61,4711.28,15515.3,14081.8,5097.31,4467.8,37.39,15.9,11.85,19.92,3378.14,1054.26
18/08/05,1148.04,920.67,15148.09,7811.33,2388.45,4222.75,,1100.3,247.35,1092.71,12307.37,672.02,726.92,5115.42,5269.3,7619.8,391.38,3154.65,3252.83,4430.07,4851.27,6668.44,10037.9,861.4,373.26,2104.56,6596.42,7433.2,2136.08,1219,651.19,10391.3,583.65,14619.98,26900,1484.66,2128.6,2105.21,3864.39,4651.99,15473.6,14027.5,5125.71,4442.9,37.07,15.69,11.63,19.78,3366.53,1052.22
19/08/05,1150.18,923.04,15038.61,7780.76,2383.45,4174.9,7311.92,1087.95,247.84,1089.88,12291.73,680.83,,,5312.6,7665,393.97,3179.61,3272.11,4487.9,4929.91,6677.7,10132.9,866.47,377.23,2131.13,6636.58,7458.5,2135.56,1219.7,652.51,10502.11,590.33,14678.16,26644,1495.42,2164.35,2089.08,3853.26,,15625.6,14161.8,5151.42,4461.6,36.94,16,11.6,19.76,3356.59,1049.68
22/08/05,1158.6,931.67,15218.63,7750.6,2367.85,4113.15,7590.1,1076.35,247.91,1116.68,12452.51,690.77,725.54,5237.72,5318.4,7691.7,394.67,3210.98,3270.91,4485.94,4941.69,6685.23,10174.8,866.94,374.08,2141.34,6623.29,7486.5,2141.41,1221.7,657.47,10525.49,591.36,14770.27,27261,1532.64,2126.9,2083.97,3930.11,4559.63,15679.9,14207.2,5162.77,4499.3,37.08,16.41,11.94,19.8,3384.7,1058.55
23/08/05,1149.96,923.41,14973.89,7615.99,2326.1,4036.05,7557.87,1066.09,248.19,1115.84,12472.93,690.39,718.48,5236.55,5300.2,7707.4,391.73,3214.48,3244.45,4436.56,4917.74,6688.59,10104.1,859.25,370.84,2136.49,6565.32,7453.8,2137.25,1217.6,655.47,10480.03,587.31,14717.91,26769,1525.82,2035.7,2123.18,3867.74,4612.16,15675.7,14190.9,5188.96,4484.9,36.95,16.3,12.07,19.58,3387.41,1059.71
24/08/05,1167.14,930.65,14873.85,7612,2322.5,4014.2,7512.34,1035.44,248.41,1094.21,12502.26,695.67,710.82,5197.88,5275.2,7704.5,389.86,3195.94,3234.49,4424.43,4915.95,6659.78,10078.9,849.48,366.66,2122.21,6537,7417.4,2128.91,1209.6,655.01,10509.72,590.29,14603,26712,1535.99,2063.38,2132.26,3890.39,4716.03,15435.1,13949.8,5196.3,4446.4,36.55,15.9,11.66,19.55,3376.26,1056.96
25/08/05,1172.47,930.12,14889.1,7660.42,2354.55,4038.05,7554.01,1061.85,249.07,1097.29,12405.16,692.14,707.56,5165.83,5255.7,7679.1,386.93,3236.56,3228.47,4378.51,4856.01,6639.9,9983.2,839.94,364.27,2112.22,6484.96,7434.6,2134.37,1212.4,657.7,10538.93,592.23,14604.61,27402,1573.08,2061.76,2127.43,3953.26,4753.03,15382.9,13905.5,5130.2,4424.5,36.63,15.39,11.75,19.52,3365.54,1055.51
