Date,000001.SS SSE Composite Index (China),000300.SS CSI 300 (China),^HSI Hang Seng Index (Hong Kong),^BSESN BSE Sensex (India),^NSEI Nifty 50 (India),^NSEBANK NSE Bank Index (India),KSE Karachi 100 (Pakistan),^JKSE Jakarta Composite Index (Indonesia),VNI VN Index (Vietnam),^KS11 KOSPI (South Korea),^N225 Nikkei 225 (Japan),^SET.BK SET Index (Thailand),^TA125.TA TA-125 (Israel),ADX Abu Dhabi Securities Exchange (Abu Dhabi),^FTSE FTSE 100 (United Kingdom),^FTMC FTSE 250 (United Kingdom),^AEX AEX (Netherlands),^ATX ATX (Austria),^BFX BEL 20 (Belgium),^FCHI CAC 40 (France),^GDAXI DAX (Germany),^ISEQ ISEQ 20 (Ireland),^IBEX IBEX 35 (Spain),^OMX OMX Stockholm 30 (Sweden),^OMXC20 OMX Copenhagen 20 (Denmark),^OMXH25 OMX Helsinki 25 (Finland),^SSMI SMI (Switzerland),^NYA NYSE Composite (United States),^IXIC NASDAQ Composite (United States),^GSPC S&P 500 (United States),^RUT Russell 2000 (United States),^GSPTSE S&P/TSX Composite Index (Canada),^TSX60 S&P/TSX 60 Index (Canada),^MXX S&P/BMV IPC (Mexico),^BVSP Bovespa Index (Brazil),^MERV MERVAL (Argentina),FTWICOLL FTSE Colombia (Colombia),^IPSA IPSA (Chile),IBX50 Bovespa Brazil 50 (Brazil),^EGX30 EGX 30 (Egypt),JALSH FTSE/JSE All Share (South Africa),JTOPI South Africa Top 40 (South Africa),MASI MASI (Morocco),^AXJO S&P/ASX 200 (Australia),CBA.AX Commonwealth Bank of Australia (Australia),BHP.AX BHP Group (Australia),CSL.AX CSL Limited (Australia),WBC.AX Westpac Banking Corporation (Australia),NZ50 NZX 50 (New Zealand),NZCI NZX All (New Zealand)
21/03/16,3018.8,3249.44,20684.15,25285.37,7704.25,15926.1,33022.87,4885.16,572.27,1989.76,,1393.63,1277.93,4354.83,6184.58,16862.8,443.83,2298.77,3419.14,4427.8,9948.64,6181.21,9021,1377.56,946.69,3236.54,7849.57,10219.7,4808.87,2051.6,1098.58,13561.09,795.43,,51172,12937.97,3941.52,3967.02,8640.43,7494.12,,,9409.94,5166.6,77.14,15.51,100.5,32.52,6641.94,1263.61
22/03/16,2999.36,3225.79,20666.75,25330.49,7714.9,15936,32928.3,4856.11,570.91,1996.81,17048.55,1397.2,1279.87,4388.68,6192.74,16903.9,443.12,2292.29,3424.92,4431.97,9990,6178.95,8992,1382.44,950.03,3223.42,7853.07,10194.2,4821.66,2049.8,1097.34,13493.49,790.99,45632.28,51010,12926.33,3942.67,3967.02,8617.06,7430.33,53392.86,47319.37,9548.57,5166.6,76.91,15.28,101.67,32.43,6664.25,1268.26
23/03/16,3009.96,3236.09,20615.23,25337.56,7716.5,15887.75,,4854.18,574.71,1995.12,17000.98,1412.16,1277.69,4394.14,6199.11,16864.6,443.36,2267.61,3428.53,4423.98,10022.93,6225.52,8927.1,1368.21,951.76,3203.7,7894.36,10099.7,4768.86,2036.7,1075.7,13379.48,785.65,45647.57,49690,12499.17,3947.75,3899.26,8404.88,7495.47,52569.55,46613.13,9604.23,5142.3,76.7,15.03,100.63,32.33,6668.87,1265.88
24/03/16,2960.97,3181.85,20345.61,,,,32801.88,4827.09,570.66,1985.97,16892.33,1405.41,,4331.91,6106.48,16674.4,437.49,2221.42,3368.9,4329.68,9851.35,6224.82,8789.8,1345.34,,3149.05,7775.58,10086.6,4773.51,2035.9,1079.54,13358.11,784.45,,49657,,3947.75,3885.12,8399.94,7548.22,52323.78,46349.01,9586.6,5084.2,74.82,14.51,102.2,30.85,6662.55,1266.44
25/03/16,2979.43,3197.82,,,,,32876.55,,572.08,1983.81,17002.75,1394.78,,,,,,,,,,,,,,,,,,,,,,,,,3947.75,,,,,,9540.03,,,,,,,
28/03/16,2957.82,3169.73,,24966.4,7615.1,15604.9,32904.32,4773.63,575.72,1982.54,17134.37,1389.01,1266.01,4281.52,,,,,,,,,,,,,,10106.4,4766.79,2037,1080.23,13390.19,786.78,45623.48,50838,12875.62,3901.54,3884.42,8595.19,7494.1,,,9511.95,,,,,,,
29/03/16,2919.83,3135.41,20366.3,24900.46,7597,15666.25,32879.67,4781.3,568.28,1994.91,17103.53,1392.85,1257.01,4318.52,6105.9,16756.3,440.37,2228.33,3382.32,4366.67,9887.94,6295.98,8808.3,1348.7,948.35,3165.09,7797.65,10190.4,4846.62,2055,1109.08,13426.23,787.72,45897.65,51155,12929.57,3878.2,3917.65,8649.96,7567.46,51787.2,45819.28,9440.64,5004.5,73.12,14.27,98.57,29.93,6676.33,1269.68
30/03/16,3000.64,3216.28,20803.39,25338.58,7735.2,16134.85,32922.4,4816.65,569.91,2002.14,16878.96,1410.29,1259.95,4394.66,6203.17,16975,446.24,2275.08,3419.38,4444.42,10046.61,6339.93,8870.2,1376.83,955.35,3231.02,7845.08,10237,4869.29,2063.9,1110.44,13503.98,792.46,46191.51,51249,12872.9,3944.32,3946.47,8661.53,7485.06,52495.46,46422.66,9369.74,5010.3,73.31,14.19,100.36,29.89,6714.16,1275.92
31/03/16,3003.92,3218.09,20776.7,25341.86,7738.4,16141.65,33139,4845.37,561.22,1995.85,16758.67,1407.7,1250.19,4390.42,6174.9,16926.1,440.11,2270.38,3373.04,4385.06,9965.51,6308.92,8723.1,1365.7,948.21,3179.39,7807.89,10207.4,4869.85,2059.7,1114.03,13494.36,790.93,45881.08,50055,12992.43,3978.56,3937.49,8463.9,7524.99,52250.28,46139.99,9327.98,5082.8,74.92,14.39,101.44,30.35,6752.42,1282.59
04/01/16,3009.53,3221.89,20498.92,25269.64,7713.05,16174.9,33449.62,4843.19,558.43,1973.57,16164.16,1400.72,,,6146.05,16843.7,434.48,2266.55,3357.08,4322.24,9794.64,6284.43,8602.3,1358.22,950.52,3122.27,7688.34,10220,4914.54,2072.8,1117.68,13440.44,787.45,46062.92,50562,13179.84,3964.12,3947.34,8541.88,,51584.13,45485.3,9307.16,4999.4,72.99,14.49,101,29.65,6708.02,1275.29
04/05/16,3053.07,3264.49,20177,24883.59,7603.2,15695,33766.49,4858.07,560.32,1962.74,15732.82,1373.59,1246.47,4309.03,6091.23,16725.6,428.85,2227.22,3321.61,4250.28,9563.36,6222.52,8387.7,1333.85,949.55,3088.52,7673.67,10061.1,4843.93,2045.2,1095.85,13304.66,779.1,45186.01,49054,12472.91,3903.34,3920.31,8298.86,7657.98,51226.09,45112.97,9460.63,4924.4,71.25,13.64,99.39,29.13,6715.81,1276.83
04/06/16,3050.59,3257.53,20206.67,24900.63,7614.35,15636.95,33946.37,4868.23,567.79,1971.32,15715.36,,1250.12,4299.35,6161.63,16866.1,431.01,2239.6,3345.37,4284.64,9624.51,6202.26,8398.6,1349.02,956.12,3073.12,7768.23,10159.9,4920.72,2066.7,1108.81,13347.46,781.45,45281.97,48096,12262.04,3930.51,3883.4,8144.14,7459.84,51184.32,45084.42,9569.7,4945.9,71.15,13.78,100.35,28.68,6734.27,1280.38
04/07/16,3008.42,3209.29,20266.05,24685.42,7546.45,15530.75,33896.03,4867.28,571.6,1973.89,15749.84,1356.69,1250.49,4351.7,6136.89,16714.2,428.73,2210.18,3319.99,4245.91,9530.62,6157.08,8292.9,1330.84,954.93,3031.96,7761.35,10045.1,4848.37,2041.9,1092.79,13266.44,776.51,45052.16,48513,11864.15,3912.62,3890.16,8214.96,7478.74,51146.82,45024.17,9534.58,4964.1,70.99,13.99,101.44,28.86,6755.23,1284.29
04/08/16,2984.96,3185.73,20370.4,24673.84,7555.2,15568.35,33967.54,4846.7,572.34,1972.05,15821.52,1369.64,,,6204.41,16829.7,434.16,2241.17,3354.06,4303.12,9622.26,6189.25,8427.6,1364.94,956.91,3092.81,7817.55,10119.7,4850.69,2047.6,1097.31,13396.73,784.58,44859.49,50293,12221.87,3945.56,3926.83,8502.74,,51424.48,45252.36,9383.72,4937.6,70.76,13.81,101.25,28.52,6730.28,1280.16
04/11/16,3033.96,3230.1,20440.81,25022.16,7671.4,15818.5,33566.22,4786.97,579.27,1970.37,15751.13,1369.84,1255.36,4390.98,6200.12,16778.8,436.56,2246.61,3369,4312.63,9682.99,6196.69,8497.6,1368.62,952.95,3102.32,7751.58,10114.6,4833.4,2042,1094.34,13422.76,785,44760.53,50165,12184.46,3968.12,3923.38,8472.62,7342.46,51428.08,45206.33,9407.67,4931.5,70.7,14.13,100.19,28.42,6725.11,1280.28
04/12/16,3023.65,3218.45,20504.44,25145.59,7708.95,15880.2,33616.9,4829.57,579.84,1981.32,15928.79,1385.42,1251.81,4408.15,6242.39,16795.3,439.5,2251.17,3370.69,4345.91,9761.47,6173.16,8546.3,1366.6,945.32,3111.82,7788.78,10238.7,4872.09,2061.7,1105.71,13581.42,795.38,45090.67,52002,12693.58,4057.18,3953.68,8771.41,7331.05,52059.76,45751.08,9430.03,4975.6,72.22,14.43,100,29.13,6726.01,1280.14
13/04/16,3066.64,3261.38,21158.71,25626.75,7850.45,16278.55,33646.1,4853.01,578.02,,16381.22,,1268.21,4454.94,6362.89,17048,450.09,2293.92,3437.85,4490.31,10026.1,6284.06,8820.7,1392.59,949.43,3154.58,7934.46,10359.5,4947.42,2082.4,1129.93,13671.35,800.78,45411.3,53150,13298.19,4072.14,3957.24,8958.28,7420.61,52938.24,46617.72,9475.2,5054.7,73.73,15.3,100.59,29.94,6777.91,1289.34
14/04/16,3082.36,3275.83,21337.81,,,,33767.59,4814.85,579.49,2015.93,16911.05,,1273.21,4534.88,6365.1,17001.4,451.04,2318.05,3457.9,4511.51,10093.65,6264.02,8861.5,1384.11,957.99,3179.12,8021,10360.2,4945.89,2082.8,1128.59,13668.29,801.45,45403.54,52411,13209.71,4057.79,3950.56,8839.18,7463.1,52848,46551.55,9492.16,5118.6,74.71,16.11,99.93,30.73,6823.81,1296.62
15/04/16,3078.12,3272.21,21316.47,,,,33767.12,4823.57,579.86,2014.71,16848.03,,,,6343.75,16910.8,450.59,2303.65,3458.5,4495.17,10051.57,6211.36,8850.9,1381.33,956.44,3175.69,8014.6,10355.6,4938.22,2080.7,1130.92,13637.2,798.94,45536.52,53228,13237.87,4026.09,3962.06,8980.47,,53038.91,46763.08,9541.05,5157.5,75,16.46,101.58,30.9,6844.74,1300.55
18/04/16,3033.66,3228.45,21161.5,25816.36,7914.7,16222.7,33759.97,4865.53,,2009.1,16275.95,1398.77,1287.84,4557.16,6353.52,16889.8,450.81,2311.47,3466.82,4506.84,10120.31,6206.89,8881.6,1381.89,961.05,3192.58,8044.6,10424.9,4960.02,2094.3,1139.28,13719.82,803.22,45022.63,52894,13210.57,4027.85,3965.07,8926.13,7662.44,53166.59,46879.92,9545.65,5137.1,74.18,15.97,103.37,30.44,6851.2,1302.71
19/04/16,3042.82,3238.3,21436.21,,,,33729.62,4881.93,568.28,2011.36,16874.44,1416,1295.85,4602.38,6405.35,17044.3,456.46,2338.24,3497.63,4566.48,10349.59,6253.81,8971.3,1410.87,978.31,3245.31,8152.76,10517.3,4940.33,2100.8,1140.23,13867.28,811.92,45780.18,53710,13864.49,4045.73,3989.69,9054.91,7864.03,53380.94,47025.18,9532.83,5188.8,74.7,16.79,103.5,30.55,6873.04,1306.14
20/04/16,2972.58,3181.03,21236.31,25844.18,7914.75,16349.7,33619.84,4876.6,568.03,2005.83,16906.54,1414.96,1293.28,4595.92,6410.26,17018,456.2,2342.26,3500.09,4591.92,10421.29,6212.4,9147.2,1419.67,965.1,3255.49,8186.97,10527.8,4948.13,2102.4,1142.29,13911.29,815.29,45650.35,53631,13874.86,4091.23,3985.07,9040.52,7799.86,53789.75,47271.51,9517.98,5216,74.55,17.37,104.25,30.76,6901.26,1311.71
21/04/16,2952.89,3160.6,21622.25,25880.38,7912.05,16637.15,33572.13,4903.09,575.73,2022.1,17363.62,1423.9,1292.77,4636.75,6381.44,16979.4,453.47,2333.51,3490.38,4582.83,10435.73,6150.43,9197.2,1409.49,973.22,3213.71,8159.67,10454.8,4945.89,2091.5,1135.77,13881.2,812.74,45556.65,,13923.66,4086.56,3986.46,,7781.45,53323.58,46845.77,9500.59,5272.7,75.48,17.97,105,31.15,6906.1,1312.11
22/04/16,2959.24,3174.9,21467.04,25838.14,7899.3,16703.4,33739.54,4914.74,592.48,2015.49,17572.49,1410.81,,,6310.44,16871.5,451.54,2358.46,3498.68,4569.66,10373.49,6123.32,9232.8,1396.37,,3178.55,8109.44,10511,4906.23,2091.6,1146.69,13874,812.27,45613.21,52908,13915.48,4082.1,3972.1,8925.23,,52925.75,46505.48,9519.32,5236.4,75.04,17.38,104.65,31.32,6866.11,1304.9
25/04/16,2946.67,3162.03,21304.44,25678.93,7855.05,16678.65,33684.56,4878.86,591.58,2014.55,17439.3,1408.71,1285.29,4633.21,6260.92,16965.7,446.77,2320.68,3467.9,4546.12,10294.35,6148.11,9140,1389.57,962.93,3122.96,8079.89,10465.6,4895.79,2087.8,1138.1,13795.99,807.82,45581.2,51862,13374.08,4044.47,3953.2,8746.82,,52985.31,46582.73,9526.44,,,,,,,
26/04/16,2964.7,3179.16,21407.27,26007.3,7962.65,17002.55,33847.74,4814.09,598.48,2019.63,17353.28,1418.78,1264.4,4584.79,6284.52,16945.5,447.64,2312.96,3471.15,4533.18,10259.59,6223.19,9283,1389.8,953.57,3157.42,8077.18,10522.6,4888.28,2091.7,1150.73,13809.44,808.17,45416.9,53083,13621.81,4070.98,3952.85,8947.56,7886.82,53062.95,46695.33,9587.96,5220.6,75.62,16.87,104.38,31.58,6795.72,1291.92
27/04/16,2953.67,3165.92,21361.6,26064.12,7979.9,16872.95,34269.28,4845.66,593.96,2015.4,17290.49,1411.84,1246.04,4588.2,6319.91,17083.7,448.37,2329.96,3479.58,4559.4,10299.83,6274.67,9332.6,1386.78,958.56,3158.79,8096.76,10571.8,4863.14,2095.2,1154.15,13887.66,812.03,45941.52,54478,13742.16,4064,3979.58,9175.1,7863.58,,,9646.67,5187.7,73.76,16.78,104.06,30.94,6750.4,1284.2
28/04/16,2945.59,3160.58,21388.03,25603.1,7847.25,16716.9,34503.64,4848.39,591.67,2000.93,16666.05,1399.91,,4543.53,6322.4,17066.5,450.31,2343.97,3476.78,4557.36,10321.15,6238.08,9269,1389.61,964.97,3179.06,8099.42,10480.5,4805.29,2075.8,1140.4,13886.43,811.78,45528.93,54312,13739.31,4063.06,4022.59,9146.6,7773.23,53223.98,46793.34,9737.43,5225.4,73.85,17.56,103.94,30.67,6789.98,1292.2
29/04/16,2938.32,3156.75,21067.05,25606.62,7849.8,16795,34719.29,4838.58,598.37,1994.15,,1404.61,,,6241.89,16801.6,439.68,2329.42,3409.37,4428.96,10038.97,6161.41,9025.7,1360.71,957.24,3144.34,7960.85,10436.9,4775.36,2065.3,1130.85,13951.45,815.46,45784.77,53911,13724.07,4003.09,4002.07,9076.5,,52957.32,46471,9975.72,5252.2,73.89,17.66,105.18,31.05,6820.58,1297.93
05/03/16,2992.64,3213.54,20676.94,25229.7,7747,16388.7,34897.3,4812.26,,1986.41,,1397.87,1226.94,4382.11,6185.59,16730.1,433.34,2274.38,3380.42,4371.98,9926.77,6042.16,8764.9,1335.39,940.63,3100.55,7850.68,10365.8,4763.22,2063.4,1121.76,13707.68,801.69,45647.82,52260,13166.2,3951.5,4001.36,8798.09,7531.59,51912.11,45548.97,9927.24,5353.8,75.02,17.7,109.45,30.65,6843.01,1302.56
05/04/16,2991.27,3209.46,20525.83,25101.73,7706.55,16274.25,35317.56,4822.6,599.07,1976.71,,1390.7,1219.87,4428.61,6112.02,16659.4,428.92,2240.26,3333.99,4324.23,9828.25,6018.36,8654.3,1319.17,938.47,3070.19,7752.97,10286.2,4725.64,2051.1,1113.13,13632,796.95,45349,52553,13220.12,3929.35,4006.14,8844.9,7442.44,51873.5,45559.49,10013.5,5271.1,74.61,16.04,111.37,30.3,6824.5,1299.06
05/05/16,2997.84,3213.92,20449.82,25262.21,7735.5,16281,35941.47,,601.51,,,,1222.41,,6117.25,16661.7,431.24,,3328.01,4319.46,9851.86,6038.23,8689.4,,,,,10281.3,4717.09,2050.6,1107.95,13632.01,795.84,45147.97,51671,13348.13,3861.07,4014.44,8695.27,7547.49,51933.8,45623.48,10149.49,5279.1,74.85,15.73,109.63,30.49,6876.48,1308.73
05/06/16,2913.25,3130.35,20109.87,25228.5,7733.45,16296.6,35973.68,,606.52,,16106.72,,,,6125.7,16648.8,431.32,2239.34,3325.86,4301.24,9869.95,6038.9,8702.1,1309.17,,3072.7,7735.6,10308.8,4736.15,2057.1,1114.72,13701.47,799.03,45209.85,51718,13453.91,3863.7,4003.02,8699.36,,51417.38,45101.87,10157.29,5292,74.35,15.76,109.15,30.8,6898.11,1312.53
05/09/16,2832.11,3065.62,20156.81,25688.86,7866.05,16686.1,36234.99,4749.31,603.85,1967.81,16216.03,1394.14,1220.15,4476.48,6114.81,16687.1,431.58,2216.54,3335.9,4322.81,9980.49,6099.22,8660.8,1328.2,951.35,3082.57,7824.95,10291.6,4750.21,2058.7,1118.25,13563.84,790.85,45250.34,50990,13270.26,3863.7,3986.31,8578.71,7646.02,51348.72,45136.68,10211.75,5320.7,75.78,15.72,110,31.11,6885.05,1309.79
05/10/16,2832.59,3069.11,20242.68,25772.53,7887.8,16784.95,36265.12,4763.11,605.05,1982.5,16565.19,1390.13,1228.24,4427.39,6156.65,16724.4,436.27,2229.06,3363.19,4338.21,10045.44,6166.86,8775.2,1332.58,961.03,3080.05,7934.93,10424.1,4809.88,2084.4,1128.83,13775.19,804.03,45676.41,53071,13456.54,3963.87,4004.89,8926.92,7621.91,51875.26,45707.25,10227.19,5342.8,78,15.22,109.82,31.3,6909.4,1313.33
05/11/16,2837.04,3082.81,20055.29,25597.02,7848.85,16754.45,36266.23,4799.96,614.06,1980.1,16579.01,1382.41,,4385.58,6162.49,16720.8,434.71,2215.22,3342.88,4316.67,9975.32,6161.6,8663.9,1326.13,957.84,3088.55,7937.88,10332.2,4760.69,2064.5,1114.74,13788.21,803.54,45506.87,52764,13536.91,3978.72,4000.23,8874.09,7503.4,52130.34,45839.69,10222.53,5372.3,77.99,15.84,110.02,31.31,6944.34,1319.78
05/12/16,2835.86,3090.14,19915.46,25790.22,7900.4,16923.7,36048.76,4803.32,612.12,1977.49,16646.34,1399.31,,4387.25,6104.19,16659.9,430.89,2204.12,3349.24,4293.27,9862.12,6141.9,8663.1,1312.28,953.95,3066.41,7885.85,10334.4,4737.33,2064.1,1108.6,13787.8,803.35,45685.82,53241,13370.64,4025.62,4015.1,8953.02,7520.52,51458.48,45190.3,10208.65,5359.3,78.24,15.87,110.58,30.19,6923.17,1316.51
13/05/16,2827.11,3074.94,19719.29,25489.57,7814.9,16716.9,36122.49,4761.72,610.82,1966.99,16412.21,1394.69,,,6138.5,16650.3,433.52,2201.79,3376.83,4319.99,9952.9,6122.47,8721.5,1323.18,957.69,3072.47,7925.76,10228.1,4717.68,2046.6,1102.44,13748.58,801.16,45402.47,51804,13121.56,4037.93,4002.72,8708.91,,51602.55,45403.15,10100.57,5329,77.39,15.54,110.85,29.79,6916.57,1315.47
16/05/16,2850.86,3095.31,19883.95,25653.23,7860.75,16737.55,36125.37,4731.56,615.78,1967.91,16466.4,1397.63,1211.29,4345.31,6151.4,16699.3,433.74,,3366.42,4312.28,,6158.87,8682.1,1336.14,,3089.09,,10332.5,4775.46,2066.7,1116.21,13893.49,809.75,45843.14,51803,13202.58,4042.21,3992.78,8714.38,7409.27,52412.68,46258.34,10046.93,5358.9,78,15.85,112.95,30.04,6914.13,1314.59
17/05/16,2843.68,3086.02,20118.8,25773.61,7890.75,16762.75,36137.12,4729.16,624.75,1968.06,16652.8,1406.57,1211.86,4325.23,6167.77,16845.1,432.3,2207.16,3350.72,4297.57,9890.19,6165.94,8698.7,1331.7,963.4,3089.71,7906.76,10257.6,4715.73,2047.2,1097.68,13917.1,811.23,45872.18,50839,13028.43,4005.79,3976.35,8557.29,7549.97,52528.84,46393.38,9889.84,5395.9,78.7,16.4,113,30.2,6974.87,1325.23
18/05/16,2807.51,3068.04,19826.41,25704.61,7870.15,16728.95,36318.21,4734.36,622.45,1956.73,16644.69,1400.5,1221.36,4311.27,6165.8,16881.2,434.46,2211.36,3353.17,4319.3,9943.23,6190.37,8775.1,1340.92,962.93,3102.63,7973.93,10239.6,4739.12,2047.6,1102.95,13826.01,807.61,45551.2,50562,12829.93,3966.97,3966.45,8510.06,7637.04,52797.23,46636.41,9937.8,5356.2,77.62,16.59,113.91,29.99,6982.63,1326.49
19/05/16,2806.91,3062.5,19694.33,25399.72,7783.4,16565.25,36685.05,4704.22,619.2,1946.78,16646.66,1385.86,1212.43,4235.38,6053.35,16730.1,428.27,2182.99,3342.95,4282.54,9795.89,6160.54,8674.7,1321.8,958.9,3074,7908.79,10192.5,4712.53,2040,1094.78,13817.32,805.86,45051.27,50133,12626.3,3942.16,3938.45,8439.04,7499.49,52370.1,46312.8,9973.41,5323.3,77.76,15.97,114.23,30.14,6903.62,1311.94
20/05/16,2825.48,3078.22,19852.2,25301.9,7749.7,16481.45,36693.5,4711.88,614.81,1947.67,16736.35,,,,6156.32,16922.1,434.36,2193.13,3390.34,4353.9,9916.02,6229.15,8771.2,1342.68,969.68,3119.73,7997.3,10250.5,4769.56,2052.3,1112.28,13919.58,812.64,45155.91,49723,12656.28,3937.4,3940.07,8370.22,,52638.25,46531.45,9940.25,5351.3,78.12,16.09,113.87,30.28,6909.86,1312.66
23/05/16,2843.64,3087.22,19809.03,25230.36,7731.05,16407.55,36723.35,4743.66,611.03,1955.25,16654.6,1381.69,1226.34,4198.56,6136.43,17031.7,432.57,2205.19,3387.7,4325.1,9842.29,6262.03,8714,1338.97,967.67,3112.26,8038.46,10226.6,4765.78,2048,1111.37,,,45236.16,49330,12474.34,3950.41,3949.33,8304.84,7417.08,52628.62,46537.93,9897.15,5318.9,77.96,15.68,113.17,29.9,6907.77,1312.55
24/05/16,2821.67,3063.56,19830.43,25305.47,7748.85,16456.65,36582.35,4710.78,611.62,1937.68,16498.76,1384.26,1238.05,4222.16,6219.26,17135.7,441.66,2240.37,3443.92,4431.52,10057.31,6388.08,8918.1,1357.1,983.49,3158.82,8125.24,10353.6,4861.06,2076.1,1135.31,13952.85,815.58,45497.46,49345,12381.5,3941.07,3955.47,8307.81,7497.33,53050.76,47033.77,9776.94,5295.6,77.56,15.69,113.26,29.78,6872.66,1306.53
25/05/16,2815.09,3059.23,20368.05,25881.17,7934.9,16997.45,36499.43,4772.98,611.89,1960.51,16757.35,1397.63,1249.8,4288.61,6262.85,17232.6,447.22,2272.7,3491.99,4481.64,10205.21,6472.85,9125,1367.07,1000.3,3186.07,8167.61,10446.6,4894.89,2090.5,1141.02,14053.74,821.33,45710.94,49483,,3903.57,3958.61,8329.79,7543.43,53721.88,47727.26,9727.01,5372.5,78.39,16.14,114.55,30.44,6908.04,1312.97
26/05/16,2822.44,3064.21,20397.11,26366.68,8069.65,17359.3,36540.97,4784.56,604.34,1957.06,16772.46,1401.64,1240.87,4283.49,6265.65,17192.8,449.09,,3516.08,4512.64,10272.71,6454.48,9079.2,1376.15,996.24,3222.91,8229.55,10439.6,4901.77,2090.1,1139.75,14049.2,821.38,46039.69,,12713.75,3886.92,3952.45,,7531.15,53921,47835.75,9745.69,5388.1,78.59,16.57,115.82,30.75,6947.88,1318.45
27/05/16,2821.05,3062.5,20576.77,26653.6,8156.65,17511.8,36694.26,4814.73,608.11,1969.17,16834.84,1412.67,,,6270.79,17232.3,450.94,2263.51,3523.47,4514.74,10286.31,6503.74,9107.3,1376.5,996.75,3229.79,8292.45,10469.5,4933.51,2099.1,1150.45,14105.23,824.87,46124.15,49051,12727.46,3891,3947.18,8259.19,,54105.37,48069.78,9751.02,5405.9,78.9,16.54,115.73,30.98,6992.55,1326.17
30/05/16,2822.45,3066.71,20629.39,26725.6,8178.5,17520.65,36234.69,4836.03,614.5,1967.13,17068.02,1424.12,1254.63,4259.54,,,451.79,2272.44,3535.14,4529.4,10333.23,6502.27,9116.9,1379.81,1001.75,3234.26,8277.83,,,,,14086.67,823.92,46017.21,48964,12748.32,3891,3949.67,8244.68,7452.88,54474.09,48447.6,9758.95,5408,78.18,16.43,116.41,30.88,7019.64,1330.76
31/05/16,2916.62,3169.56,20815.09,26667.96,8160.1,17620.9,36061.56,4796.87,618.44,1983.4,17234.98,1424.28,1254.58,4250.2,6230.79,17184.7,447.87,2260.83,3514.06,4505.62,10262.74,6493.46,9034,1369.48,999.86,3248.29,8216.42,10441,4948.06,2097,1154.79,14065.78,821.06,45459.45,48472,12681.74,3878.66,3934.71,8152.74,7483.65,53905.21,47974.09,9757.92,5378.6,77.43,16.29,115.76,30.7,7039.41,1333.77
06/01/16,2913.51,3160.55,20760.98,26713.93,8179.95,17423.45,36496.16,4839.67,619.86,1982.72,16955.73,1415.76,1252.34,4284.92,6191.93,17061.5,446.78,2222.12,3504.27,4475.39,10204.44,6435.74,8916.9,1356.75,1003.16,3227.16,8185.53,10454.9,4952.25,2099.3,1163.04,14063.54,821,45557.61,49013,12626.03,3890.52,3929.72,8244.74,7572.39,53518.36,47510.07,9783.23,5323.2,76.5,15.79,116.7,30.37,7022.4,1330.52
06/02/16,2925.23,3167.1,20859.22,26843.14,8218.95,17567.8,36839.14,4833.23,623.37,1985.11,16562.55,1424.06,1256.99,4254.76,6185.61,17076.3,447.59,2231.54,3512.48,4466,10208,6435.54,8957.9,1359.14,996.35,3235.7,8205.82,10487.6,4971.36,2105.3,1170.58,14136.99,825.94,45508.31,49887,12717.9,3886.58,3918.6,8389.85,7617.88,53716.91,47677.99,9821.23,5278.9,75.58,15.57,116.32,29.92,7003.12,1327.59
06/03/16,2938.68,3189.33,20947.24,26843.03,8220.8,17680.8,37223,4853.92,621.88,1985.84,16642.23,1436.43,,,6209.63,17067.9,445.31,2215.77,3490.55,4421.78,10103.26,6402.55,8801.6,1345.44,990.99,3224.9,8148.4,10487.9,4942.52,2099.1,1164.14,14226.78,830.37,45928.23,50619,12791.08,3892.64,3955.87,8511.95,,54259.36,48083.54,9832.64,5318.9,75.75,15.82,117.11,29.96,7024.38,1331.68
06/06/16,2934.1,3178.79,21030.22,26777.45,8201.05,17671.4,37352.27,4896.02,620.05,,16580.03,1443.42,1257.59,4313.31,6273.4,17181.8,446.44,2233.66,3503.16,4423.38,10121.08,,8823.5,,995.78,3254.13,8165.98,10554.8,4968.71,2109.4,1176.87,14276.16,832.81,45857.73,50432,12852.29,3892.64,3987.54,8480.42,7639.59,53990.76,47822.38,9800.27,5360.4,76.6,16.41,117.26,30.26,,
06/07/16,2936.04,3177.05,21328.24,27009.67,8266.45,17948.15,37392.29,4933.99,624.65,2011.63,16675.45,1442.42,1258.76,4345.77,6284.53,17195.4,451.58,2263.84,3546.81,4475.86,10287.68,6475.06,8894.5,1367.15,1003.57,3293.47,8215.78,10599.2,4961.75,2112.1,1179.97,14365.61,838.27,46124.63,50488,13269.05,3923.31,4014.71,8490.19,7717.35,54305.73,48053.2,9799.82,5371,77.34,16.89,117.1,30.51,7037.31,1333.53
06/08/16,2927.16,3163.99,21297.88,27020.66,8273.05,17946.8,37426.39,4916.06,627.87,2027.08,16830.92,1445.54,1251.81,4408.32,6301.52,17177.9,450.15,2245.19,3543.5,4448.73,10217.03,6413.56,8831.4,1361.48,995.58,3290.93,8143.76,10638.4,4974.64,2119.1,1188.95,14313.1,833.54,46263.84,51629,13624.89,3982.43,4012.77,8676.66,7780.13,53960.18,47716.2,9756.48,5370,76.99,16.68,117.21,30.6,6991.51,1324.66
